1,physics
100013,"[('Diffraction', 2), ('gas', 1)]"
10002,physics
100031,"[('Quantum field theory', 1), ('High-energy astrophysics', 1)]"
100037,"[('Nuclear astrophysics', 1), ('Universe', 1)]"
100041,"[('Quantum chromodynamics', 3), ('Quantum field theory', 3)]"
100044,"[('Semiconductor', 1), ('Photovoltaics', 1)]"
100048,"[('Bloch wave', 1), ('Universe', 1)]"
100058,physics
100064,"[('Casimir effect', 3), ('Electromagnetic radiation', 2)]"
100073,"[('Universe', 1), ('Standard Model', 1)]"
10008,"[('Atomic physics', 1), ('Effective field theory', 1)]"
100084,"[('Cosmic string', 1), ('Quantum optics', 1)]"
100088,physics
100089,physics
100098,"[('Quantum chromodynamics', 5), ('Quantum field theory', 4)]"
100099,physics
100119,"[('Grand unification theory', 3), ('Astronomy', 3)]"
100133,"[('Quantum field theory', 7), ('Gauge theory', 4)]"
100141,physics
100142,physics
10015,"[('Planet', 1), ('Solar System', 1)]"
100154,"[('Dark energy', 2), ('Quantum field theory', 2)]"
100161,"[('Bloch wave', 1), ('Quantum field theory', 1)]"
100169,"[('Magnetism', 1), ('Solar System', 1)]"
10018,physics
10019,physics
100217,"[('Universe', 1), ('Dark energy', 1)]"
100219,"[('Quantum field theory', 3)]"
100230,"[('Diffraction', 1), ('Quantum field theory', 1)]"
100236,"[('Geophysics', 2), ('Bloch wave', 1)]"
10024,"[('Magnetism', 3), ('electromagnetic', 2)]"
100249,"[('M-theory', 3), ('Quantum chromodynamics', 2)]"
100251,"[('Quantum field theory', 6), ('Cosmic inflation', 4)]"
100264,"[('Electromagnetic radiation', 4), ('Big Bang', 3)]"
100269,"[('Superstring theory', 1), ('Laser', 1)]"
10027,"[('Medical physics', 1), ('Low-temperature physics', 1)]"
100276,"[('Plasma physics', 3), ('Fluid dynamics', 2)]"
100287,"[('Cosmic background radiation', 1), ('Astronomy', 1)]"
100303,"[('Bose-Einstein condensate', 2), ('Bloch wave', 1)]"
100309,"[('Black hole', 1), ('Phonon', 1)]"
100311,"[('Bloch wave', 1), ('gas', 1)]"
100317,"[('Optics', 2), ('Cosmic string', 1)]"
100329,physics
100331,physics
100340,physics
100345,"[('Universe', 1), ('Cosmic string', 1)]"
100352,"[('Big Bang', 2), ('Elementary particle', 2)]"
100359,"[('Universe', 2), ('Antimatter', 2)]"
100374,"[('Quantum field theory', 3), ('Polymer physics', 1)]"
100383,"[('superconductor', 1), ('Condensed matter physics', 1)]"
100399,"[('Atom', 3), ('Photon', 2)]"
100401,physics
100410,"[('Atomic and Molecular astrophysics', 1), ('Optics', 1)]"
100414,"[('superconductor', 2), ('Cosmic string', 2)]"
100420,"[('Polarization (waves)', 3), ('Electroweak theory', 2)]"
100421,"[('General relativity', 2), ('Polarization (waves)', 2)]"
100442,"[('Superstring theory', 1), ('Black hole', 1)]"
100486,"[('Gauge theory', 2), ('Standard Model', 2)]"
100493,"[('Atomic physics', 1), ('Galaxy', 1)]"
100497,"[('Polymer physics', 1), ('Astrometry', 1)]"
100498,physics
100499,"[('Polymer physics', 2), ('gas', 1)]"
10050,physics
100513,"[('Neutrino oscillation', 3), ('Elementary particle', 3)]"
100517,"[('Quantum chromodynamics', 2), ('Phonon', 2)]"
100521,"[('Polymer physics', 1), ('Quantum field theory', 1)]"
100529,"[('Universe', 2), ('Quantum chromodynamics', 2)]"
100537,"[('Photon', 2), ('Antimatter', 2)]"
100564,"[('Quantum optics', 1), ('Quantum electronics', 1)]"
100578,"[('Supersymmetry', 3), ('Elementary particle', 3)]"
100583,"[('Astrometry', 2), ('Star', 2)]"
100589,"[('General relativity', 1), ('Fundamental force', 1)]"
100604,"[('Universe', 2), ('Quantum chromodynamics', 2)]"
100624,"[('General relativity', 2), ('Quantum gravity', 2)]"
10063,physics
100639,"[('gas', 1), ('Universe', 1)]"
100651,"[('Big Bang', 2), ('Bloch wave', 1)]"
100669,"[('Accelerator physics', 1), ('Magnetism', 1)]"
100704,"[('Photon', 1), ('Quantum optics', 1)]"
100706,"[('Atom', 6), ('Gauge theory', 4)]"
100710,"[('Lambda-CDM model', 2), ('Dark matter', 2)]"
100715,"[('Cosmic inflation', 2), ('Dark matter', 2)]"
100731,"[('Electromagnetic radiation', 2), ('electromagnetic', 2)]"
100734,"[('Star', 2), ('gas', 2)]"
100737,"[('Quantum chromodynamics', 3), ('Quantum field theory', 3)]"
10075,physics
100758,physics
100763,"[('Bloch wave', 1), ('Photon', 1)]"
100782,physics
100795,"[('Nuclear physics', 2), ('Atom', 2)]"
100805,"[('BCS theory', 1), ('Effective field theory', 1)]"
100820,physics
100823,"[('Universe', 3), ('M-theory', 3)]"
100829,physics
100831,"[('Polymer physics', 1), ('Gauge theory', 1)]"
100832,"[('Gravitational radiation', 2), ('Universe', 1)]"
